mID,moment,CPU
661091,7.44098e+11,0.292856
661091,7.44763e+11,0.312675
661091,7.45065e+11,0.317709
661091,7.44789e+11,0.312675
661091,7.45096e+11,0.317709
661091,7.44646e+11,0.312675
661091,7.43903e+11,0.298965
661091,7.47271e+11,0.339806
661091,7.46283e+11,0.13026
661091,7.43998e+11,0.298965
661091,7.46104e+11,0.13026
661091,7.43034e+11,0.317774
661091,7.46617e+11,0.328395
661091,7.44659e+11,0.312675
661091,7.42976e+11,0.317774
661091,7.46029e+11,0.126778
661091,7.46784e+11,0.344264
661091,7.45706e+11,0.133237
661091,7.46213e+11,0.13026
661091,7.43093e+11,0.317774
661091,7.46896e+11,0.344264
661091,7.44484e+11,0.303063
661091,7.45042e+11,0.317709
661091,7.44576e+11,0.303063
661091,7.42871e+11,0.317774
661091,7.45925e+11,0.126778
661091,7.43848e+11,0.298965
661091,7.46109e+11,0.13026
661091,7.46201e+11,0.13026
661091,7.45031e+11,0.317709
661091,7.45338e+11,0.12326
661091,7.43217e+11,0.305351
661091,7.46221e+11,0.13026
661091,7.45975e+11,0.126778
661091,7.45723e+11,0.133237
661091,7.42995e+11,0.317774
661091,7.46159e+11,0.13026
661091,7.45296e+11,0.12326
661091,7.46985e+11,0.344264
661091,7.46355e+11,0.13026
661091,7.46566e+11,0.328395
661091,7.45823e+11,0.126778
661091,7.46514e+11,0.328395
661091,7.4444e+11,0.303063
661091,7.46287e+11,0.13026
661091,7.43014e+11,0.317774
661091,7.46626e+11,0.328395
661091,7.43741e+11,0.298965
661091,7.46955e+11,0.344264
661091,7.44058e+11,0.292856
661091,7.45374e+11,0.12326
661091,7.46167e+11,0.13026
661091,7.44042e+11,0.292856
661091,7.44707e+11,0.312675
661091,7.43553e+11,0.30797
661091,7.46228e+11,0.13026
661091,7.45232e+11,0.12326
661091,7.42729e+11,0.334035
661091,7.47214e+11,0.339806
661091,7.44295e+11,0.292856
661091,7.44085e+11,0.292856
661091,7.44392e+11,0.303063
661091,7.45628e+11,0.133237
661091,7.43608e+11,0.30797
661091,7.4394e+11,0.298965
661091,7.47215e+11,0.339806
661091,7.46572e+11,0.328395
661091,7.45384e+11,0.12326
661091,7.43147e+11,0.305351
661091,7.47283e+11,0.339806
661091,7.45568e+11,0.133237
661091,7.43717e+11,0.298965
661091,7.43743e+11,0.298965
661091,7.45178e+11,0.317709
661091,7.45352e+11,0.12326
661091,7.44691e+11,0.312675
661091,7.44338e+11,0.303063
661091,7.45888e+11,0.126778
661091,7.46501e+11,0.328395
661091,7.4636e+11,0.13026
661091,7.43346e+11,0.29908
661091,7.43067e+11,0.317774
661091,7.45802e+11,0.126778
661091,7.46165e+11,0.13026
661091,7.4354e+11,0.30797
661091,7.4704e+11,0.339806
661091,7.44587e+11,0.303063
661091,7.47294e+11,0.339806
661091,7.44121e+11,0.292856
661091,7.45962e+11,0.126778
661091,7.42701e+11,0.334035
661091,7.45302e+11,0.12326
661091,7.45585e+11,0.133237
661091,7.44052e+11,0.292856
661091,7.43663e+11,0.30797
661091,7.43522e+11,0.30797
661091,7.47293e+11,0.339806
661091,7.44699e+11,0.312675
661091,7.45769e+11,0.133237
661091,7.46215e+11,0.13026
661091,7.45298e+11,0.12326
661091,7.44333e+11,0.303063
661091,7.45963e+11,0.126778
661091,7.46265e+11,0.13026
661091,7.4657e+11,0.328395
661091,7.44032e+11,0.292856
661091,7.45044e+11,0.317709
661091,7.45353e+11,0.12326
661091,7.45318e+11,0.12326
661091,7.45853e+11,0.126778
661091,7.44117e+11,0.292856
661091,7.44068e+11,0.292856
661091,7.46339e+11,0.13026
661091,7.44203e+11,0.292856
661091,7.47229e+11,0.339806
661091,7.44718e+11,0.312675
661091,7.45805e+11,0.126778
661091,7.47142e+11,0.339806
661091,7.45857e+11,0.126778
661091,7.45086e+11,0.317709
661091,7.42878e+11,0.317774
661091,7.47025e+11,0.339806
661091,7.44973e+11,0.317709
661091,7.4468e+11,0.312675
661091,7.42974e+11,0.317774
661091,7.45399e+11,0.12326
661091,7.43353e+11,0.29908
661091,7.47033e+11,0.339806
661091,7.44605e+11,0.312675
661091,7.44464e+11,0.303063
661091,7.46619e+11,0.328395
661091,7.46446e+11,0.328395
661091,7.44198e+11,0.292856
661091,7.46148e+11,0.13026
661091,7.44005e+11,0.292856
661091,7.42652e+11,0.334035
661091,7.4688e+11,0.344264
661091,7.46647e+11,0.328395
661091,7.44979e+11,0.317709
661091,7.47238e+11,0.339806
661091,7.43215e+11,0.305351
661091,7.448e+11,0.312675
661091,7.4711e+11,0.339806
661091,7.4652e+11,0.328395
661091,7.46904e+11,0.344264
661091,7.44643e+11,0.312675
661091,7.42839e+11,0.317774
661091,7.44251e+11,0.292856
661091,7.45772e+11,0.133237
661091,7.4441e+11,0.303063
661091,7.44277e+11,0.292856
661091,7.4378e+11,0.298965
661091,7.47095e+11,0.339806
661091,7.4257e+11,0.334035
661091,7.45068e+11,0.317709
661091,7.44706e+11,0.312675
661091,7.47276e+11,0.339806
661091,7.42529e+11,0.334035
661091,7.45632e+11,0.133237
661091,7.45517e+11,0.133237
661091,7.45922e+11,0.126778
661091,7.43909e+11,0.298965
661091,7.4685e+11,0.344264
661091,7.46525e+11,0.328395
661091,7.46861e+11,0.344264
661091,7.43931e+11,0.298965
661091,7.45749e+11,0.133237
661091,7.46056e+11,0.126778
661091,7.47206e+11,0.339806
661091,7.44115e+11,0.292856
661091,7.45077e+11,0.317709
661091,7.47292e+11,0.339806
661091,7.4273e+11,0.334035
661091,7.43576e+11,0.30797
661091,7.45456e+11,0.12326
661091,7.44652e+11,0.312675
661091,7.46899e+11,0.344264
661091,7.45574e+11,0.133237
661091,7.43577e+11,0.30797
661091,7.46775e+11,0.344264
661091,7.44572e+11,0.303063
661091,7.45381e+11,0.12326
661091,7.4524e+11,0.12326
661091,7.44195e+11,0.292856
661091,7.46473e+11,0.328395
661091,7.457e+11,0.133237
661091,7.45918e+11,0.126778
661091,7.44924e+11,0.317709
661091,7.45431e+11,0.12326
661091,7.46915e+11,0.344264
661091,7.43702e+11,0.298965
661091,7.45078e+11,0.317709
661091,7.46257e+11,0.13026
661091,7.42676e+11,0.334035
661091,7.43964e+11,0.298965
661091,7.46114e+11,0.13026
661091,7.44936e+11,0.317709
661091,7.47004e+11,0.339806
661091,7.43906e+11,0.298965
661091,7.45108e+11,0.317709
661091,7.45716e+11,0.133237
661091,7.45327e+11,0.12326
661091,7.45186e+11,0.317709
661091,7.45851e+11,0.126778
661091,7.44556e+11,0.303063
661091,7.47039e+11,0.339806
661091,7.44345e+11,0.303063
661091,7.44599e+11,0.303063
661091,7.42836e+11,0.317774
661091,7.47082e+11,0.339806
661091,7.42607e+11,0.334035
661091,7.46203e+11,0.13026
661091,7.45097e+11,0.317709
661091,7.42739e+11,0.334035
661091,7.44672e+11,0.312675
661091,7.44395e+11,0.303063
661091,7.43064e+11,0.317774
661091,7.43535e+11,0.30797
661091,7.47158e+11,0.339806
661091,7.42959e+11,0.317774
661091,7.4484e+11,0.312675
661091,7.44036e+11,0.292856
661091,7.47253e+11,0.339806
661091,7.45003e+11,0.317709
661091,7.45848e+11,0.126778
661091,7.44226e+11,0.292856
661091,7.43414e+11,0.30797
661091,7.45099e+11,0.317709
661091,7.44079e+11,0.292856
661091,7.44905e+11,0.317709
661091,7.45865e+11,0.126778
661091,7.4361e+11,0.30797
661091,7.44403e+11,0.303063
661091,7.42876e+11,0.317774
661091,7.43609e+11,0.30797
661091,7.4545e+11,0.12326
661091,7.44933e+11,0.317709
661091,7.44792e+11,0.312675
661091,7.43197e+11,0.305351
661091,7.45257e+11,0.12326
661091,7.46476e+11,0.328395
661091,7.46312e+11,0.13026
661091,7.45862e+11,0.126778
661091,7.44786e+11,0.312675
661091,7.45487e+11,0.12326
661091,7.46889e+11,0.344264
661091,7.42935e+11,0.317774
661091,7.46058e+11,0.126778
661091,7.45528e+11,0.133237
661091,7.43632e+11,0.30797
661091,7.45041e+11,0.317709
661091,7.43751e+11,0.298965
661091,7.44157e+11,0.292856
661091,7.45906e+11,0.126778
661091,7.44941e+11,0.317709
661091,7.45719e+11,0.133237
661091,7.43291e+11,0.305351
661091,7.44879e+11,0.312675
661091,7.44738e+11,0.312675
661091,7.46729e+11,0.344264
661091,7.45383e+11,0.12326
661091,7.46483e+11,0.328395
