mID,moment,CPU
661091,6.74771e+11,0.31409304
661091,6.75792e+11,0.3227713
661091,6.75194e+11,0.32911635
661091,6.74803e+11,0.31409304
661091,6.75759e+11,0.3227713
661091,6.76688e+11,0.3155406
661091,6.76234e+11,0.3257022
661091,6.72378e+11,0.3209109
661091,6.76144e+11,0.3257843
661091,6.74203e+11,0.32694734
661091,6.7531e+11,0.32391449
661091,6.73896e+11,0.3176149
661091,6.73344e+11,0.3245075
661091,6.77362e+11,0.3197993
661091,6.76922e+11,0.3290804
661091,6.76844e+11,0.3290804
661091,6.73865e+11,0.3176149
661091,6.72437e+11,0.3209109
661091,6.76438e+11,0.3257022
661091,6.75188e+11,0.32911635
661091,6.73775e+11,0.3212343
661091,6.75738e+11,0.3227713
661091,6.75469e+11,0.32391449
661091,6.73003e+11,0.3199515
661091,6.7268e+11,0.3196567
661091,6.74933e+11,0.31409304
661091,6.76454e+11,0.3257022
661091,6.72817e+11,0.3196567
661091,6.73355e+11,0.3245075
661091,6.7427e+11,0.32694734
661091,6.75452e+11,0.32391449
661091,6.76261e+11,0.3257022
661091,6.7612e+11,0.3257843
661091,6.72339e+11,0.3209109
661091,6.74097e+11,0.3176149
661091,6.7483e+11,0.31409304
661091,6.76784e+11,0.3155406
661091,6.7721e+11,0.3197993
661091,6.74475e+11,0.32066901
661091,6.75477e+11,0.32391449
661091,6.74339e+11,0.32694734
661091,6.72358e+11,0.3209109
661091,6.75958e+11,0.3257843
661091,6.77057e+11,0.3290804
661091,6.7289e+11,0.3196567
661091,6.75652e+11,0.3227713
661091,6.74879e+11,0.31409304
661091,6.76177e+11,0.3257843
661091,6.73893e+11,0.3176149
661091,6.72385e+11,0.3209109
661091,6.76207e+11,0.3257022
661091,6.73661e+11,0.3206497
661091,6.76066e+11,0.3257843
661091,6.75741e+11,0.3227713
661091,6.72307e+11,0.3209109
661091,6.7692e+11,0.3290804
661091,6.7718e+11,0.3197993
661091,6.77389e+11,0.3197993
661091,6.75225e+11,0.32911635
661091,6.7469e+11,0.32066901
661091,6.74117e+11,0.32694734
661091,6.74147e+11,0.32694734
661091,6.76395e+11,0.3257022
661091,6.73346e+11,0.3245075
661091,6.76054e+11,0.3257843
661091,6.75091e+11,0.32911635
661091,6.72491e+11,0.3209109
661091,6.74559e+11,0.32066901
661091,6.73788e+11,0.3212343
661091,6.74167e+11,0.32694734
661091,6.72575e+11,0.3209109
661091,6.75387e+11,0.32391449
661091,6.73831e+11,0.3176149
661091,6.74251e+11,0.32694734
661091,6.75979e+11,0.3257843
661091,6.74916e+11,0.31409304
661091,6.72857e+11,0.3196567
661091,6.7269e+11,0.3196567
661091,6.764e+11,0.3257022
661091,6.74183e+11,0.32694734
661091,6.7449e+11,0.32066901
661091,6.75283e+11,0.32911635
661091,6.72628e+11,0.3196567
661091,6.77189e+11,0.3197993
661091,6.76653e+11,0.3155406
661091,6.76932e+11,0.3290804
661091,6.75813e+11,0.3227713
661091,6.76967e+11,0.3290804
661091,6.72557e+11,0.3209109
661091,6.75994e+11,0.3257843
661091,6.77192e+11,0.3197993
661091,6.74084e+11,0.3176149
661091,6.76255e+11,0.3257022
661091,6.75696e+11,0.3227713
661091,6.75105e+11,0.32911635
661091,6.752e+11,0.32911635
661091,6.73815e+11,0.3176149
661091,6.76549e+11,0.3155406
661091,6.76408e+11,0.3257022
661091,6.72864e+11,0.3196567
661091,6.74742e+11,0.31409304
661091,6.75921e+11,0.3257843
661091,6.75568e+11,0.32391449
661091,6.76282e+11,0.3257022
661091,6.77011e+11,0.3290804
661091,6.73973e+11,0.3176149
661091,6.76786e+11,0.3155406
661091,6.75708e+11,0.3227713
661091,6.76599e+11,0.3155406
661091,6.7601e+11,0.3257843
661091,6.77218e+11,0.3197993
661091,6.76675e+11,0.3155406
661091,6.72523e+11,0.3209109
661091,6.7535e+11,0.32391449
