mID,moment,CPU
661091,9.05168e+11,0.1775217
661091,9.07081e+11,0.244824
661091,9.04179e+11,0.1742085
661091,9.07097e+11,0.244824
661091,9.07351e+11,0.2298433
661091,9.0561e+11,0.2045004
661091,9.05989e+11,0.1708139
661091,9.0329e+11,0.152504
661091,9.0552e+11,0.2045004
661091,9.03579e+11,0.168539
661091,9.04686e+11,0.193788
661091,9.07532e+11,0.2435527
661091,9.0272e+11,0.1280015
661091,9.05673e+11,0.2045061
661091,9.06738e+11,0.247645
661091,9.07517e+11,0.24614
661091,9.06529e+11,0.2680673
661091,9.07705e+11,0.243321
661091,9.06238e+11,0.2084853
661091,9.02837e+11,0.1275571
661091,9.05814e+11,0.1617819
661091,9.04564e+11,0.203549
661091,9.07106e+11,0.244824
661091,9.06781e+11,0.247645
661091,9.07214e+11,0.2298433
661091,9.05114e+11,0.1775217
661091,9.07548e+11,0.243321
661091,9.07031e+11,0.244824
661091,9.0308e+11,0.208328
661091,9.05556e+11,0.2045004
661091,9.04309e+11,0.284532
661091,9.0583e+11,0.1577989
661091,9.02961e+11,0.1275571
661091,9.07491e+11,0.2298557
661091,9.04828e+11,0.2346857
661091,9.06591e+11,0.2680673
661091,9.06046e+11,0.2123483
661091,9.05637e+11,0.2045061
661091,9.05496e+11,0.2045004
661091,9.06534e+11,0.2680673
661091,9.02739e+11,0.1275571
661091,9.06586e+11,0.2680673
661091,9.06809e+11,0.247645
661091,9.0518e+11,0.1775217
661091,9.02758e+11,0.1275571
661091,9.05334e+11,0.1690757
661091,9.07581e+11,0.243321
661091,9.06247e+11,0.20719415
661091,9.02778e+11,0.1275571
661091,9.04255e+11,0.2851967
661091,9.07693e+11,0.243321
661091,9.05995e+11,0.1708139
661091,9.02785e+11,0.1275571
661091,9.05161e+11,0.1775217
661091,9.05442e+11,0.1598804
661091,9.05117e+11,0.1775217
661091,9.07492e+11,0.2298557
661091,9.07782e+11,0.235798
661091,9.05227e+11,0.1775217
661091,9.07295e+11,0.2298433
661091,9.05806e+11,0.1617819
661091,9.04601e+11,0.1884862
661091,9.03493e+11,0.1704851
661091,9.04196e+11,0.173993
661091,9.07261e+11,0.2298433
661091,9.04427e+11,0.285936
661091,9.03935e+11,0.1731755
661091,9.04242e+11,0.2894
661091,9.03543e+11,0.168539
661091,9.07557e+11,0.243321
661091,9.02975e+11,0.1275571
661091,9.04763e+11,0.193788
661091,9.03207e+11,0.208328
661091,9.05891e+11,0.1577989
661091,9.04292e+11,0.284532
661091,9.05259e+11,0.1775217
661091,9.04114e+11,0.179288
661091,9.05881e+11,0.1577989
661091,9.05776e+11,0.1617819
661091,9.06907e+11,0.244824
661091,9.03559e+11,0.168539
661091,9.03866e+11,0.191776
661091,9.04659e+11,0.193788
661091,9.0469e+11,0.193788
661091,9.03284e+11,0.152504
661091,9.06029e+11,0.2123483
661091,9.05629e+11,0.2045004
661091,9.05189e+11,0.1775217
661091,9.05048e+11,0.2346857
661091,9.02787e+11,0.1275571
661091,9.03981e+11,0.1729151
661091,9.04335e+11,0.284532
661091,9.0537e+11,0.1650627
661091,9.06568e+11,0.2680673
661091,9.0346e+11,0.179126
661091,9.05631e+11,0.2045004
661091,9.06901e+11,0.244824
661091,9.07312e+11,0.2298433
661091,9.04576e+11,0.203549
661091,9.03191e+11,0.208328
661091,9.05925e+11,0.1646269
661091,9.05784e+11,0.1617819
661091,9.03264e+11,0.152504
661091,9.04118e+11,0.179288
661091,9.06413e+11,0.2725763
661091,9.05297e+11,0.1690757
661091,9.04944e+11,0.2346857
661091,9.07637e+11,0.243321
661091,9.06387e+11,0.2725763
661091,9.07066e+11,0.244824
661091,9.03861e+11,0.191776
661091,9.06162e+11,0.2123483
661091,9.05197e+11,0.1775217
661091,9.0672e+11,0.247645
661091,9.05084e+11,0.2346857
661091,9.05975e+11,0.1708139
661091,9.05386e+11,0.1650588
661091,9.06051e+11,0.2123483
661091,9.02923e+11,0.1275571
661091,9.04726e+11,0.193788
661091,9.06801e+11,0.247645
661091,9.05076e+11,0.2346857
661091,9.04994e+11,0.2346857
661091,9.05639e+11,0.2045061
661091,9.06566e+11,0.2680673
661091,9.04799e+11,0.193788
661091,9.04585e+11,0.203549
661091,9.03744e+11,0.191776
661091,9.065e+11,0.2680673
661091,9.03646e+11,0.191776
661091,9.04651e+11,0.193788
661091,9.0635e+11,0.2725763
661091,9.04469e+11,0.285936
661091,9.0323e+11,0.208328
661091,9.03487e+11,0.1704851
661091,9.04096e+11,0.179288
661091,9.03018e+11,0.208328
661091,9.03525e+11,0.168539
661091,9.0748e+11,0.2298557
661091,9.03097e+11,0.208328
661091,9.07478e+11,0.2298557
661091,9.06362e+11,0.2725763
661091,9.06858e+11,0.247645
661091,9.07367e+11,0.2298433
661091,9.06035e+11,0.2123483
661091,9.07551e+11,0.243321
661091,9.05854e+11,0.1577989
661091,9.04604e+11,0.1884862
661091,9.07385e+11,0.2298433
661091,9.06959e+11,0.244824
661091,9.07217e+11,0.2298433
661091,9.0599e+11,0.1708139
661091,9.05973e+11,0.1708139
661091,9.03983e+11,0.1729151
661091,9.07338e+11,0.2298433
661091,9.05033e+11,0.2346857
661091,9.05721e+11,0.1641969
661091,9.07306e+11,0.2298433
661091,9.04119e+11,0.179288
661091,9.06676e+11,0.247645
661091,9.0587e+11,0.1577989
661091,9.04297e+11,0.284532
661091,9.04073e+11,0.179288
661091,9.06817e+11,0.247645
661091,9.0762e+11,0.243321
661091,9.03135e+11,0.208328
661091,9.04009e+11,0.172238
661091,9.0695e+11,0.244824
661091,9.05477e+11,0.1598804
661091,9.04362e+11,0.284532
661091,9.04523e+11,0.203549
661091,9.04593e+11,0.203549
661091,9.07163e+11,0.244824
661091,9.04174e+11,0.1742085
661091,9.05141e+11,0.1775217
661091,9.04104e+11,0.179288
661091,9.05919e+11,0.1646269
661091,9.07294e+11,0.2298433
661091,9.06775e+11,0.247645
661091,9.04938e+11,0.2346857
661091,9.04165e+11,0.1742085
661091,9.05302e+11,0.1690757
661091,9.05585e+11,0.2045004
661091,9.06128e+11,0.2123483
661091,9.07771e+11,0.235798
661091,9.06787e+11,0.247645
661091,9.05964e+11,0.1646269
661091,9.0535e+11,0.1652601
661091,9.05976e+11,0.1708139
661091,9.05963e+11,0.1646269
661091,9.07237e+11,0.2298433
661091,9.06519e+11,0.2680673
661091,9.0657e+11,0.2680673
661091,9.05157e+11,0.1775217
661091,9.06485e+11,0.2680673
661091,9.0332e+11,0.164457
661091,9.04386e+11,0.2866484
661091,9.04539e+11,0.203549
661091,9.04263e+11,0.2851967
661091,9.0457e+11,0.203549
661091,9.02849e+11,0.1275571
661091,9.02809e+11,0.1275571
661091,9.05453e+11,0.1598804
661091,9.06315e+11,0.2497463
661091,9.05889e+11,0.1577989
661091,9.05207e+11,0.1775217
661091,9.03427e+11,0.166586
661091,9.04982e+11,0.2346857
661091,9.06255e+11,0.20719415
661091,9.04871e+11,0.2346857
661091,9.06074e+11,0.2123483
661091,9.05587e+11,0.2045004
661091,9.04e+11,0.172238
661091,9.03958e+11,0.1731755
661091,9.06516e+11,0.2680673
661091,9.04332e+11,0.284532
661091,9.06042e+11,0.2123483
661091,9.06323e+11,0.2497463
661091,9.03906e+11,0.146605
661091,9.04516e+11,0.203549
661091,9.0405e+11,0.179288
661091,9.04352e+11,0.284532
661091,9.05483e+11,0.1598804
661091,9.04606e+11,0.1884862
661091,9.05399e+11,0.1650588
661091,9.06712e+11,0.247645
661091,9.04049e+11,0.179288
661091,9.07505e+11,0.24614
661091,9.04605e+11,0.1884862
661091,9.05267e+11,0.1711233
661091,9.06253e+11,0.20719415
661091,9.06992e+11,0.244824
661091,9.04661e+11,0.193788
661091,9.07107e+11,0.244824
661091,9.04116e+11,0.179288
661091,9.06447e+11,0.2725763
661091,9.07054e+11,0.244824
661091,9.04616e+11,0.1884862
661091,9.03763e+11,0.191776
661091,9.05988e+11,0.1708139
661091,9.06904e+11,0.244824
661091,9.02767e+11,0.1275571
661091,9.04385e+11,0.2866484
661091,9.05908e+11,0.1646269
661091,9.06799e+11,0.247645
661091,9.04912e+11,0.2346857
661091,9.06126e+11,0.2123483
661091,9.06856e+11,0.247645
661091,9.05817e+11,0.1654889
661091,9.05733e+11,0.1641969
661091,9.04483e+11,0.285936
661091,9.0397e+11,0.1729151
661091,9.07361e+11,0.2298433
661091,9.05264e+11,0.1711233
661091,9.0745e+11,0.2298433
661091,9.05397e+11,0.1650588
661091,9.07174e+11,0.244824
661091,9.03644e+11,0.191776
661091,9.06272e+11,0.2071293
661091,9.02711e+11,0.1280015
661091,9.02941e+11,0.1275571
661091,9.04534e+11,0.203549
661091,9.07515e+11,0.24614
661091,9.0685e+11,0.247645
661091,9.05737e+11,0.1641969
661091,9.03931e+11,0.166943
661091,9.04858e+11,0.2346857
661091,9.05749e+11,0.1623684
661091,9.07044e+11,0.244824
661091,9.04324e+11,0.284532
661091,9.03376e+11,0.164457
661091,9.07591e+11,0.243321
661091,9.0455e+11,0.203549
661091,9.03133e+11,0.208328
661091,9.07396e+11,0.2298433
661091,9.05343e+11,0.1652601
661091,9.04572e+11,0.203549
661091,9.04833e+11,0.2346857
661091,9.04216e+11,0.2894
661091,9.03035e+11,0.208328
661091,9.07202e+11,0.2298433
661091,9.04153e+11,0.179288
661091,9.07e+11,0.244824
661091,9.04206e+11,0.2894
661091,9.07325e+11,0.2298433
661091,9.05838e+11,0.1577989
661091,9.04588e+11,0.203549
661091,9.0327e+11,0.152504
661091,9.07378e+11,0.2298433
661091,9.05739e+11,0.1623684
661091,9.06004e+11,0.2123483
661091,9.04233e+11,0.2894
661091,9.06966e+11,0.244824
661091,9.07335e+11,0.2298433
661091,9.04162e+11,0.179288
661091,9.07792e+11,0.235798
661091,9.05678e+11,0.2045061
661091,9.06855e+11,0.247645
661091,9.0538e+11,0.1650588
661091,9.07039e+11,0.244824
661091,9.05984e+11,0.1708139
661091,9.03468e+11,0.179126
661091,9.06705e+11,0.247645
661091,9.0591e+11,0.1646269
661091,9.07093e+11,0.244824
661091,9.02935e+11,0.1275571
661091,9.06087e+11,0.2123483
661091,9.0531e+11,0.1690757
661091,9.05209e+11,0.1775217
661091,9.06794e+11,0.247645
661091,9.06277e+11,0.2471693
661091,9.06136e+11,0.2123483
661091,9.03783e+11,0.191776
661091,9.07055e+11,0.244824
661091,9.07518e+11,0.24614
661091,9.04144e+11,0.179288
661091,9.06867e+11,0.247645
661091,9.06841e+11,0.247645
661091,9.07738e+11,0.238583
661091,9.07796e+11,0.235798
661091,9.03012e+11,0.208328
661091,9.06044e+11,0.2123483
661091,9.05664e+11,0.2045061
661091,9.06073e+11,0.2123483
661091,9.06327e+11,0.2497463
661091,9.04282e+11,0.284532
661091,9.04079e+11,0.179288
661091,9.03938e+11,0.1731755
661091,9.07122e+11,0.244824
661091,9.05281e+11,0.1690757
661091,9.04496e+11,0.285936
661091,9.06651e+11,0.247645
661091,9.04673e+11,0.193788
661091,9.07393e+11,0.2298433
661091,9.07537e+11,0.243321
661091,9.03334e+11,0.164457
661091,9.028e+11,0.1275571
661091,9.05714e+11,0.1641969
661091,9.04749e+11,0.193788
661091,9.02686e+11,0.00473
661091,9.06681e+11,0.247645
661091,9.07063e+11,0.244824
661091,9.05603e+11,0.2045004
661091,9.04213e+11,0.2894
661091,9.06223e+11,0.2084853
661091,9.06082e+11,0.2123483
661091,9.05452e+11,0.1598804
661091,9.07098e+11,0.244824
661091,9.0409e+11,0.179288
661091,9.05288e+11,0.1690757
661091,9.04838e+11,0.2346857
661091,9.07793e+11,0.235798
661091,9.04351e+11,0.284532
661091,9.03678e+11,0.191776
661091,9.04645e+11,0.193788
661091,9.04504e+11,0.203549
661091,9.03048e+11,0.208328
661091,9.02838e+11,0.1275571
661091,9.04532e+11,0.203549
661091,9.03884e+11,0.191776
661091,9.02696e+11,0.00473
661091,9.03809e+11,0.191776
661091,9.04882e+11,0.2346857
661091,9.04695e+11,0.193788
661091,9.04106e+11,0.179288
661091,9.04613e+11,0.1884862
661091,9.02707e+11,0.1338741
661091,9.06576e+11,0.2680673
661091,9.04359e+11,0.284532
661091,9.05234e+11,0.1775217
661091,9.07531e+11,0.2435527
661091,9.04156e+11,0.179288
661091,9.07397e+11,0.2298433
661091,9.04262e+11,0.2851967
661091,9.06557e+11,0.2680673
661091,9.05223e+11,0.1775217
661091,9.0553e+11,0.2045004
661091,9.05254e+11,0.1775217
661091,9.03306e+11,0.164457
661091,9.04769e+11,0.193788
661091,9.03009e+11,0.208328
661091,9.05804e+11,0.1617819
661091,9.04877e+11,0.2346857
661091,9.05835e+11,0.1577989
661091,9.06522e+11,0.2680673
661091,9.04755e+11,0.193788
661091,9.06758e+11,0.247645
661091,9.06271e+11,0.2071293
661091,9.05598e+11,0.2045004
661091,9.06313e+11,0.2497463
661091,9.03524e+11,0.168539
661091,9.05937e+11,0.1646269
661091,9.04641e+11,0.188119
661091,9.07267e+11,0.2298433
661091,9.04693e+11,0.193788
661091,9.07539e+11,0.243321
661091,9.03483e+11,0.1704851
661091,9.05476e+11,0.1598804
661091,9.03218e+11,0.208328
661091,9.06236e+11,0.2084853
661091,9.06026e+11,0.2123483
661091,9.03107e+11,0.208328
661091,9.03455e+11,0.179126
661091,9.0639e+11,0.2725763
661091,9.05396e+11,0.1650588
661091,9.05614e+11,0.2045004
661091,9.03617e+11,0.191776
661091,9.0526e+11,0.1776817
661091,9.06279e+11,0.2471693
661091,9.04072e+11,0.179288
661091,9.07507e+11,0.24614
661091,9.07213e+11,0.2298433
661091,9.02974e+11,0.1275571
661091,9.04466e+11,0.285936
661091,9.06742e+11,0.247645
661091,9.06763e+11,0.247645
661091,9.04893e+11,0.2346857
661091,9.0754e+11,0.243321
661091,9.05883e+11,0.1577989
661091,9.02894e+11,0.1275571
661091,9.05484e+11,0.1598804
661091,9.05576e+11,0.2045004
661091,9.06662e+11,0.247645
661091,9.03684e+11,0.191776
661091,9.04639e+11,0.188119
661091,9.05005e+11,0.2346857
661091,9.02841e+11,0.1275571
661091,9.07522e+11,0.2435527
661091,9.04077e+11,0.179288
661091,9.04305e+11,0.284532
661091,9.04489e+11,0.285936
661091,9.05651e+11,0.2045061
661091,9.05324e+11,0.1690757
661091,9.04018e+11,0.179288
661091,9.04909e+11,0.2346857
661091,9.04683e+11,0.193788
661091,9.0529e+11,0.1690757
661091,9.04901e+11,0.2346857
661091,9.02848e+11,0.1275571
661091,9.03094e+11,0.208328
661091,9.04587e+11,0.203549
661091,9.0413e+11,0.179288
661091,9.0392e+11,0.166943
661091,9.0576e+11,0.1617819
661091,9.06613e+11,0.324585
661091,9.03237e+11,0.152504
661091,9.07458e+11,0.2298433
661091,9.04173e+11,0.1742085
661091,9.05696e+11,0.2045061
661091,9.05035e+11,0.2346857
661091,9.06989e+11,0.244824
661091,9.04951e+11,0.2346857
661091,9.03787e+11,0.191776
661091,9.05777e+11,0.1617819
661091,9.03732e+11,0.191776
661091,9.05949e+11,0.1646269
661091,9.07534e+11,0.2435527
661091,9.05961e+11,0.1646269
661091,9.03084e+11,0.208328
661091,9.04615e+11,0.1884862
661091,9.05542e+11,0.2045004
661091,9.0549e+11,0.2045004
661091,9.07641e+11,0.243321
661091,9.07754e+11,0.238583
661091,9.07664e+11,0.243321
661091,9.03102e+11,0.208328
661091,9.05236e+11,0.1775217
661091,9.02717e+11,0.1280015
661091,9.04076e+11,0.179288
661091,9.07496e+11,0.2298557
661091,9.07426e+11,0.2298433
661091,9.0363e+11,0.191776
661091,9.06559e+11,0.2680673
661091,9.0277e+11,0.1275571
661091,9.05532e+11,0.2045004
661091,9.06597e+11,0.2680673
661091,9.06456e+11,0.2683305
661091,9.02681e+11,0.00473
661091,9.05166e+11,0.1775217
661091,9.05993e+11,0.1708139
661091,9.0358e+11,0.168539
661091,9.06821e+11,0.247645
661091,9.0326e+11,0.152504
661091,9.06191e+11,0.2072743
661091,9.06352e+11,0.2725763
661091,9.04949e+11,0.2346857
661091,9.07795e+11,0.235798
661091,9.03743e+11,0.191776
661091,9.06955e+11,0.244824
661091,9.0543e+11,0.1598804
661091,9.06049e+11,0.2123483
661091,9.05624e+11,0.2045004
661091,9.07459e+11,0.2298433
661091,9.03063e+11,0.208328
661091,9.05622e+11,0.2045004
661091,9.06221e+11,0.2071293
661091,9.06543e+11,0.2680673
661091,9.06402e+11,0.2725763
661091,9.07067e+11,0.244824
661091,9.05636e+11,0.2045061
661091,9.06721e+11,0.247645
661091,9.07454e+11,0.2298433
661091,9.06596e+11,0.2680673
661091,9.05152e+11,0.1775217
661091,9.05561e+11,0.2045004
661091,9.04074e+11,0.179288
661091,9.04453e+11,0.285936
661091,9.04202e+11,0.2894
661091,9.05974e+11,0.1708139
661091,9.06185e+11,0.2072743
661091,9.05996e+11,0.1708139
661091,9.07503e+11,0.24614
661091,9.04117e+11,0.179288
661091,9.07494e+11,0.2298557
661091,9.06963e+11,0.244824
661091,9.0444e+11,0.285936
661091,9.04895e+11,0.2346857
661091,9.04992e+11,0.2346857
661091,9.0627e+11,0.2071293
661091,9.05091e+11,0.2346857
661091,9.04389e+11,0.2866484
661091,9.0557e+11,0.2045004
661091,9.06719e+11,0.247645
661091,9.06012e+11,0.2123483
661091,9.05495e+11,0.2045004
661091,9.03032e+11,0.208328
661091,9.0402e+11,0.179288
661091,9.07184e+11,0.244824
661091,9.03913e+11,0.166943
661091,9.04063e+11,0.179288
661091,9.05291e+11,0.1690757
661091,9.03292e+11,0.152504
661091,9.04101e+11,0.179288
661091,9.03523e+11,0.168539
661091,9.07363e+11,0.2298433
661091,9.04563e+11,0.203549
661091,9.0431e+11,0.284532
661091,9.05904e+11,0.1646269
661091,9.04558e+11,0.203549
661091,9.05299e+11,0.1690757
661091,9.03858e+11,0.191776
661091,9.07424e+11,0.2298433
661091,9.04764e+11,0.193788
661091,9.06346e+11,0.2725763
661091,9.05829e+11,0.1583415
661091,9.07011e+11,0.244824
661091,9.04017e+11,0.179288
661091,9.07536e+11,0.2435527
661091,9.07372e+11,0.2298433
661091,9.041e+11,0.179288
661091,9.05229e+11,0.1775217
661091,9.04704e+11,0.193788
661091,9.03065e+11,0.208328
661091,9.07415e+11,0.2298433
661091,9.04084e+11,0.179288
661091,9.0594e+11,0.1646269
661091,9.05423e+11,0.1598804
